College Code,College Name,Branch Name,Phase,OC Boys,OC Girls,BC-A Boys,BC-A Girls,BC-B Boys,BC-B Girls,BC-C Boys,BC-C Girls,BC-D Boys,BC-D Girls,BC-E Boys,BC-E Girls,SC Boys,SC Girls,ST Boys,ST Girls,EWS Boys,EWS Girls
"ELEN","ELLENKI COLLGE OF ENGG AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)","Phase 3",73633,73633,161793,163971,136325,137817,73633,73633,111710,118913,141687,141687,170807,172398,179549,180144,111389,112203
"ELEN","ELLENKI COLLGE OF ENGG AND TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 3",82370,82370,137676,137676,113699,113699,82370,124224,109324,120710,155665,155665,170468,170468,176577,176577,82370,98336
"ELEN","ELLENKI COLLGE OF ENGG AND TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","Phase 3",111028,111028,154926,154926,147028,159907,111028,111028,125520,136591,155885,161817,171624,176405,177916,177916,158896,158896
"ELEN","ELLENKI COLLGE OF ENGG AND TECHNOLOGY","MECHANICAL ENGINEERING","Phase 3",102837,102837,102837,162477,151510,180011,102837,102837,146159,146159,102837,144540,173986,179996,176883,176883,126351,138811
"GATE","GATE INSTITUTE OF TECHNOLOGYAND SCIENCES","ARTIFICIAL INTELLIGENCE AND DATA SCIENCE","Phase 3",48545,48545,177874,177874,180295,180295,139643,139643,109369,179078,138215,154504,171183,179759,180068,180068,48545,48545
"GATE","GATE INSTITUTE OF TECHNOLOGYAND SCIENCES","BIO-TECHNOLOGY","Phase 3",168715,168715,168715,168715,168715,168715,168715,168715,168715,168715,168715,168715,168715,168715,168715,168715,168715,168715
"GATE","GATE INSTITUTE OF TECHNOLOGYAND SCIENCES","COMPUTER SCIENCE AND ENGINEERING","Phase 3",80812,80812,144171,144171,154335,154335,99853,99853,148825,148825,110859,110859,177670,177670,180089,180089,149929,149929
"GATE","GATE INSTITUTE OF TECHNOLOGYAND SCIENCES","COMPUTER SCIENCE & DESIGN","Phase 3",139269,139269,139269,139269,161042,180333,139269,139269,139269,139269,139269,139269,177723,177723,179634,179880,139269,139269
"GATE","GATE INSTITUTE OF TECHNOLOGYAND SCIENCES","COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)","Phase 3",84718,84718,166116,166116,120413,159644,84718,84718,171291,171291,149368,149368,167577,174517,180319,180319,142058,155777
"GATE","GATE INSTITUTE OF TECHNOLOGYAND SCIENCES","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 3",110960,110960,110960,166663,110960,110960,110960,110960,110960,133619,110960,110960,172229,172229,142214,142214,110960,110960
"GATE","GATE INSTITUTE OF TECHNOLOGYAND SCIENCES","ELECTRICAL AND ELECTRONICS ENGINEERING","Phase 3",101609,101609,101609,101609,101609,101609,101609,101609,101609,101609,101609,101609,176609,176609,101609,101609,101609,101609
"GCTC","GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)","CIVIL ENGINEERING","Phase 3",55157,55157,108029,145202,122204,122204,55157,55157,84654,84654,115868,115868,129258,165293,158789,165208,94891,129234
"GCTC","GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY)","Phase 3",21212,23212,55229,57962,32474,32474,123547,123547,33223,33223,85006,85006,78031,80896,96277,96277,22726,24916
"GCTC","GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)","Phase 3",20447,20532,52461,52461,31092,31092,33329,89322,31559,31559,63987,66771,72874,72874,89709,102432,21054,21947
"GCTC","GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING","Phase 3",18969,18969,44461,49710,27658,27658,73213,73213,28389,28389,49404,58838,66558,66558,82678,118653,19534,19764
"GCTC","GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)","Phase 3",16721,19931,47412,47412,28690,28690,29544,92420,30311,30311,54177,63907,71004,71004,86534,114562,20182,20742
"GCTC","GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 3",23583,26122,66346,66346,42511,44683,23583,26122,35493,35493,76790,94914,84782,96825,98478,134197,28794,29606
"GCTC","GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)","ELECTRICAL AND ELECTRONICS ENGINEERING","Phase 3",30392,30392,97285,124179,86098,86098,30392,30392,50976,71314,156312,156312,155601,166348,149742,172237,61625,61625
"GCTC","GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)","MECHANICAL ENGINEERING","Phase 3",70347,70347,125096,125096,119089,143773,117482,117482,70347,70347,70347,146542,148403,177615,159840,159840,80688,80688
"GLOB","GLOBAL INST OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS)","CIVIL ENGINEERING","Phase 3",115473,115473,115473,143693,146847,160860,115473,115473,146476,146476,155947,164271,171203,178354,173906,173906,134190,134190
"GLOB","GLOBAL INST OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)","Phase 3",77966,77966,156227,156227,129476,129497,77966,77966,116921,116921,77966,103155,167500,169130,175080,175811,98188,98188
"GLOB","GLOBAL INST OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING","Phase 3",67735,70438,153755,159709,125748,129802,79927,97306,113660,125946,145664,145664,166613,171825,174986,176373,87817,101918
"GLOB","GLOBAL INST OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)","Phase 3",47045,47045,121993,160077,91127,131213,47045,47045,110388,110388,104323,104323,167323,173036,175515,175515,84662,110051
"GLOB","GLOBAL INST OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS)","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 3",104465,104465,146015,146015,126990,133329,104465,104465,112006,112006,155464,155464,154252,173443,172696,172696,110899,117184
"GLOB","GLOBAL INST OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS)","MECHANICAL ENGINEERING","Phase 3",69564,69564,148728,148728,159758,159758,69564,69564,140451,157138,136960,149553,179535,179535,179284,179284,69564,69564
"GLWC","GOKARAJU LAILAVATHI WOMENS ENGINEERING COLLEGE","COMPUTER SCIENCE AND ENGINEERING","Phase 3",,23429,,68334,,48835,,64011,,35984,,68031,,124252,,170624,,27485
"GLWC","GOKARAJU LAILAVATHI WOMENS ENGINEERING COLLEGE","COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)","Phase 3",24895,25427,63350,70051,50169,50169,38324,38324,37998,37998,106239,106239,128044,128044,168594,176907,28338,28338
"GNIT","GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS)","CIVIL ENGINEERING","Phase 3",73600,73600,141961,144109,138932,138932,73600,73600,113182,145868,103681,138669,165315,169709,153521,153521,127621,132816
"GNIT","GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY)","Phase 3",23416,23416,68030,68030,37675,46483,125607,125607,42369,44168,67430,68112,80147,80147,100003,100003,26860,29211
"GNIT","GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING","Phase 3",17663,19313,55534,65779,35924,42561,63547,63547,36084,36084,63077,63077,64067,71941,68810,109285,29931,29931
"GNIT","GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)","Phase 3",22909,24130,52641,67632,42948,43266,22909,24130,40180,41867,70774,72555,76253,78878,93929,102864,26494,30458
"GNIT","GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS)","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 3",34003,36160,109330,130583,62700,77340,53766,53766,57491,57491,99744,99744,111582,138011,98974,139352,45022,45022
"GNIT","GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS)","ELECTRICAL AND ELECTRONICS ENGINEERING","Phase 3",75591,75591,158654,158654,108768,130752,110072,110072,108588,108588,133618,135965,165319,170919,126865,165307,78726,78726
"GNIT","GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS)","INFORMATION TECHNOLOGY","Phase 3",30058,30058,81781,85694,58392,69538,30058,30058,50417,50417,90816,91281,113259,113259,112139,132343,34904,34904
"GNIT","GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS)","MECHANICAL ENGINEERING","Phase 3",38099,38099,112058,119297,134326,149517,38099,133784,133365,156979,91759,91759,167562,179466,169363,169363,93187,156113
"GNTW","G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI","COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)","Phase 3",,9453,,21624,,11923,,16345,,12185,,19541,,38431,,51937,,9562
"GNTW","G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI","COMPUTER SCIENCE AND ENGINEERING","Phase 3",,7528,,15820,,9804,,22652,,8233,,16567,,28825,,43277,,7528
"GNTW","G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI","COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)","Phase 3",,8020,,17437,,11179,,17655,,10623,,13864,,32668,,46594,,8199
"GNTW","G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 3",,12411,,34128,,19185,,59370,,17859,,36982,,54278,,69952,,13114
"GNTW","G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI","ELECTRICAL AND ELECTRONICS ENGINEERING","Phase 3",,27497,,93599,,47336,,40051,,44924,,53648,,123189,,102642,,32723
"GNTW","G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI","ELECTRONICS AND TELEMATICS","Phase 3",,24268,,87848,,36468,,43867,,34082,,63430,,150804,,149974,,29535
"GNTW","G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI","INFORMATION TECHNOLOGY","Phase 3",,10941,,30774,,13483,,41018,,14407,,22018,,56562,,67232,,10941
"GRRR","GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH","CIVIL ENGINEERING","Phase 3",33985,33985,56740,56740,53711,80880,33985,33985,60719,74293,43515,43515,72657,106592,66081,104587,38807,69384
"GRRR","GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH","COMPUTER SCIENCE AND BUSINESS SYSTEM","Phase 3",8402,8456,20432,24936,12055,14453,23717,23717,10082,13886,21934,27575,33492,45719,37252,43577,8902,10233
"GRRR","GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH","COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)","Phase 3",7607,8889,19270,19270,10516,11213,27020,27020,9358,10897,18630,18630,31184,34666,31746,41341,8104,9462
"GRRR","GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH","COMPUTER SCIENCE AND ENGINEERING","Phase 3",6779,6779,13657,15831,8528,9494,10340,10340,7174,8450,12205,21341,24177,25926,26985,31903,6914,7656
"GRRR","GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH","COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)","Phase 3",6998,8364,15826,16739,9865,9906,6998,31831,8339,9659,18146,18146,28793,30885,32440,34458,7219,8511
"GRRR","GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 3",8758,9422,23173,23173,12981,15589,24865,24865,14024,14024,24574,27987,34743,36125,34324,46618,9218,9422
"GRRR","GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH","ELECTRICAL AND ELECTRONICS ENGINEERING","Phase 3",15491,21512,59973,59973,32500,32500,15491,21512,33151,39229,15491,21512,68793,68793,53016,53016,15491,29904
"GRRR","GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH","MECHANICAL ENGINEERING","Phase 3",28436,28436,85689,85689,58470,117348,28436,28436,42731,46052,74632,74632,88476,99440,80497,165036,42180,42180
"GURU","GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS)","CIVIL ENGINEERING","Phase 3",126276,126276,146915,153696,128414,134792,126276,126276,126434,139100,148846,148846,164881,174458,161043,179998,126276,134640
"GURU","GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY)","Phase 3",32818,32818,81348,91069,59280,61600,52874,63641,52828,62175,106865,106865,98715,98715,102751,134056,38832,38872
"GURU","GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)","Phase 3",26674,28787,68126,70789,57851,57851,26674,28787,51846,54036,80133,91485,87222,94701,94823,116657,33331,35355
"GURU","GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING","Phase 3",26530,26530,56786,56786,48212,52189,162596,162596,44286,44286,69904,87084,78962,88935,74473,77762,31758,33523
"GURU","GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)","Phase 3",17983,17983,58984,75675,50088,50088,44637,44637,39316,46881,72609,93103,80786,88946,88012,100439,32321,32321
"GURU","GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (IOT)","Phase 3",41098,46249,80593,80593,71313,73841,60383,60383,62009,74808,88039,88039,133684,136080,153943,153943,45050,46768
"GURU","GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS)","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 3",44448,44448,132092,156151,71466,84878,94596,94596,70544,72118,102072,152076,135336,137367,129305,164951,54584,54584
"GURU","GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS)","ELECTRICAL AND ELECTRONICS ENGINEERING","Phase 3",61541,61541,128001,162244,127897,138349,61541,61541,114837,114837,134826,146231,165648,172393,151618,177370,93530,93530
"GURU","GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS)","INFORMATION TECHNOLOGY","Phase 3",34980,34980,105525,121496,63759,65188,51872,51872,59898,66837,107228,107228,115369,122837,122846,152166,40357,45589
"GURU","GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS)","MECHANICAL ENGINEERING","Phase 3",116496,116496,163871,163871,149484,150103,116496,138935,133805,149513,161503,161503,170623,179039,167177,180409,116496,157107
"HITM","HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)","Phase 3",37430,37430,95119,95537,62802,66713,121800,121800,60122,62594,106439,154509,118002,132841,158099,171927,44457,44500
"HITM","HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING","Phase 3",31530,31530,83193,83193,54511,54511,31530,31530,50309,51298,62043,130862,108933,110390,125492,142018,41355,41355
"HITM","HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)","Phase 3",34112,34162,89087,90632,60556,60556,91128,91128,59552,59552,112731,135260,108832,108832,149031,168022,42155,42155
"HITM","HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS)","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 3",40791,40791,98996,110177,67687,67687,40791,40791,58178,74812,117107,117107,145104,145104,166870,179816,42352,49282
"HITM","HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS)","ELECTRICAL AND ELECTRONICS ENGINEERING","Phase 3",45618,45618,45618,156324,90757,98948,106728,106728,103063,108145,45618,91792,151907,151907,167461,167461,79717,79717
"HITM","HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS)","MECHANICAL ENGINEERING","Phase 3",79877,79877,125274,125274,142548,142548,93347,112047,95807,100600,79877,79877,165360,165904,173989,173989,96893,96893
"HOLY","HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS)","CIVIL ENGINEERING","Phase 3",111477,111477,157080,159643,152520,157834,111477,111477,133700,133700,111477,160054,176150,177037,179394,179394,111477,135955
"HOLY","HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)","Phase 3",57762,57762,143880,161600,131245,134048,106384,106384,116219,118115,155422,155422,169303,170574,175815,177422,83173,83173
"HOLY","HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING","Phase 3",59387,59387,143472,158400,123167,123167,89055,89055,108876,108876,163593,163593,167649,169779,172394,179364,93640,100790
"HOLY","HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)","Phase 3",35075,35075,162330,162330,128649,129037,90864,90864,112221,117007,136586,136586,168895,173014,176537,177093,96802,104034
"HOLY","HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (IOT)","Phase 3",66938,66938,152464,152464,149591,158446,66938,66938,129324,129362,79480,155731,175980,175980,172001,175999,109147,119100
"HOLY","HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS)","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 3",57771,57771,133123,139574,131117,131117,57771,106495,110319,133766,142232,142232,170872,172650,177116,178244,106203,113521
"HOLY","HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS)","ELECTRICAL AND ELECTRONICS ENGINEERING","Phase 3",128006,128006,156015,156015,135648,135648,128006,128006,144578,157100,161792,161792,172247,174630,172906,178416,128006,148028
"HOLY","HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS)","MECHANICAL ENGINEERING","Phase 3",76868,76868,157366,179505,170971,170971,76868,76868,76868,160449,76868,76868,177933,178370,179153,179153,133622,133622
"IARE","INSTITUTE OF AERONAUTICAL ENGINEERING","AERONAUTICAL ENGINEERING","Phase 3",24054,30108,35318,48278,36522,36522,24054,85521,37903,44226,44748,44748,39416,61908,89028,89028,29786,30728
"IARE","INSTITUTE OF AERONAUTICAL ENGINEERING","CIVIL ENGINEERING","Phase 3",47504,58297,107008,107008,67921,67921,47504,58297,80354,80354,47504,150785,132457,165016,112808,112808,90458,90458
"IARE","INSTITUTE OF AERONAUTICAL ENGINEERING","COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)","Phase 3",15138,15138,43551,43551,24468,26978,15138,15138,24689,24689,49145,49145,59840,59840,46060,77365,17619,17619
"IARE","INSTITUTE OF AERONAUTICAL ENGINEERING","COMPUTER SCIENCE AND ENGINEERING","Phase 3",14864,15845,35116,35116,22916,22916,54415,72046,20233,22483,37890,40638,54785,58201,63057,72179,16188,16188
"IARE","INSTITUTE OF AERONAUTICAL ENGINEERING","COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)","Phase 3",16016,16086,37037,37037,25913,25913,75505,75505,21951,23193,46651,47155,59178,59178,63736,85392,17397,17645
"IARE","INSTITUTE OF AERONAUTICAL ENGINEERING","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 3",21709,21709,49912,49912,33958,35836,21709,79321,34198,34198,66538,81679,73813,78391,78276,104224,22523,22542
"IARE","INSTITUTE OF AERONAUTICAL ENGINEERING","ELECTRICAL AND ELECTRONICS ENGINEERING","Phase 3",36411,36411,79008,94365,67093,67093,36411,36411,41100,62584,36411,36411,127807,127807,86694,158629,50645,50645
"IARE","INSTITUTE OF AERONAUTICAL ENGINEERING","INFORMATION TECHNOLOGY","Phase 3",19215,19215,51233,63378,28477,31011,143737,143737,28765,28765,62943,64548,67197,67197,79202,115367,19677,19677
"IARE","INSTITUTE OF AERONAUTICAL ENGINEERING","MECHANICAL ENGINEERING","Phase 3",42939,42939,113383,113383,90485,120432,42939,42939,60013,102343,100531,100531,109713,123646,153415,153415,66724,66724
"IITT","INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY","CIVIL ENGINEERING","Phase 3",174820,174820,174820,174820,174820,174820,174820,174820,174820,174820,174820,174820,174820,174820,174820,174820,174820,174820
"IITT","INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","Phase 3",67330,67330,139639,139639,114746,114746,67330,67330,126623,126623,121187,148965,178688,178688,179704,179704,140002,140002
"IITT","INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)","Phase 3",74493,74493,132973,141211,161154,161154,74493,74493,102423,133202,122568,126993,174656,174656,178621,180190,155067,156116
"IITT","INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 3",77938,77938,164660,164660,162789,162789,77938,147098,150358,150358,154298,154298,179408,179408,177500,177500,150514,157087
"IITT","INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","Phase 3",32217,61315,32217,61315,164376,164376,32217,61315,32217,91113,32217,61315,130036,130036,32217,61315,32217,61315
"INDI","SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS)","ARTIFICIAL INTELLIGENCE AND DATA SCIENCE","Phase 3",42841,42841,42841,124926,84674,84674,42841,42841,70701,70701,42841,42841,145932,166395,147890,147890,57437,57437
"INDI","SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS)","CIVIL ENGINEERING","Phase 3",100012,100012,124637,124637,162228,162228,100012,100012,130307,144453,162327,162327,171402,171402,166035,166326,100012,154087
"INDI","SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY)","Phase 3",39053,39053,87347,88810,67551,84409,39053,39053,72037,79996,134835,134835,139482,139482,138220,154086,58016,58016
"INDI","SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)","Phase 3",41637,49853,118553,150954,85962,89662,41637,65752,76160,78952,151826,151826,157916,164986,150175,177654,54366,57341
"INDI","SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING","Phase 3",42964,44956,106269,119809,84743,89089,76747,76747,75851,75851,136665,146744,138943,138943,141246,173658,54176,57277
"INDI","SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)","Phase 3",39143,45856,112384,146357,88120,88120,126567,126567,82085,83370,152616,154512,152384,159683,151492,169523,56440,56440
"INDI","SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (IOT)","Phase 3",58630,61651,140809,140809,93973,94822,58630,61651,65778,87110,58630,61651,162220,167059,158458,172734,58665,62987
"INDI","SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS)","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 3",48765,48765,139925,155839,94878,104756,48765,55194,87982,92575,156098,156098,150898,168096,141906,176913,59746,64377
"INDU","SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)","ARTIFICIAL INTELLIGENCE AND DATA SCIENCE","Phase 3",32909,43690,111176,111176,72214,81131,32909,43690,60701,78811,44884,103050,135848,135848,139715,171097,53628,53628
"INDU","SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)","CIVIL ENGINEERING","Phase 3",102434,102434,102434,155342,121963,159551,102434,102434,102434,140476,151805,151805,171722,171722,169354,169354,143837,143837
"INDU","SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY)","Phase 3",42028,45814,122341,133501,78472,79747,42028,45814,67829,80907,96178,139996,131460,141747,140652,165089,53183,53183
"INDU","SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)","Phase 3",31913,46860,111487,135044,79485,79485,62947,77643,67461,77587,128202,148024,150154,159356,146647,176205,50431,51085
"INDU","SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING","Phase 3",35939,35939,79494,111360,62170,68518,139600,139600,63629,63629,74226,155986,121702,121702,116322,137820,40572,45607
"INDU","SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)","COMPUTER SCIENCE AND INFORMATION TECHNOLOGY","Phase 3",37188,47112,136330,160843,89388,89388,37188,67873,72366,76335,144000,144000,134655,143921,145965,166735,52182,52182
"INDU","SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)","Phase 3",35449,38781,114845,118281,76902,77105,65447,65447,64693,67713,113241,133769,144840,144840,144340,172849,47866,52869
"INDU","SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 3",34741,34741,136847,157790,90537,90649,81432,81432,81390,84515,105864,134632,149364,168229,161230,171891,63870,63870
"INDU","SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)","ELECTRICAL AND ELECTRONICS ENGINEERING","Phase 3",55203,55203,127525,127525,55203,113795,55203,55203,87344,87344,138974,138974,151235,166971,155724,174429,98742,98742
"INDU","SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)","INFORMATION TECHNOLOGY","Phase 3",55189,55189,96733,158091,83637,83637,82696,82696,82468,82468,98861,163178,155069,165966,144796,165217,55189,55715
"INDU","SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)","MECHANICAL ENGINEERING","Phase 3",80844,80844,141352,163285,162851,162851,80844,80844,137586,137586,80844,80844,174498,174701,153138,171151,127869,127869
"JAYA","JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS  (AUTONOMOUS)","CIVIL ENGINEERING","Phase 3",125061,125061,125061,125061,125061,125061,125061,125061,125061,125061,125061,125061,125061,125061,125061,125061,125061,125061
