College Code,College Name,Branch Name,Phase,OC Boys,OC Girls,BC-A Boys,BC-A Girls,BC-B Boys,BC-B Girls,BC-C Boys,BC-C Girls,BC-D Boys,BC-D Girls,BC-E Boys,BC-E Girls,SC Boys,SC Girls,ST Boys,ST Girls,EWS Boys,EWS Girls
"AITH","ANNAMACHARYA INST OF TECHNOLOGY AND SCI","COMPUTER SCIENCE AND ENGINEERING","Phase 3",63619,63619,142157,144559,108492,108897,95326,95326,91459,91459,129921,129921,165031,165031,167811,167811,87633,94764
"AITH","ANNAMACHARYA INST OF TECHNOLOGY AND SCI","COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)","Phase 3",91186,91186,147194,147194,114969,114969,91186,91186,100896,101725,160606,160606,167765,167765,168237,168237,100920,100920
"AITH","ANNAMACHARYA INST OF TECHNOLOGY AND SCI","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 3",71631,71631,145374,157532,125566,125566,71631,71631,112314,113284,97211,119289,167841,174783,176995,178024,107100,114148
"AITH","ANNAMACHARYA INST OF TECHNOLOGY AND SCI","ELECTRICAL AND ELECTRONICS ENGINEERING","Phase 3",48969,48969,159903,159903,139355,139355,48969,48969,48969,161169,48969,48969,169604,173746,178227,178227,114478,114478
"AITH","ANNAMACHARYA INST OF TECHNOLOGY AND SCI","MECHANICAL ENGINEERING","Phase 3",163364,163364,174750,174750,176145,179808,174465,174465,174648,174648,163364,163364,174187,179778,179621,179621,163364,163364
"AKIT","ABDULKALAM INST OF TECHNOLOGY AND SCI","ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING","Phase 3",89631,89631,149602,156794,118936,179611,89631,89631,167652,167652,89631,105984,179823,179823,170880,170880,164669,164669
"AKIT","ABDULKALAM INST OF TECHNOLOGY AND SCI","CIVIL ENGINEERING","Phase 3",118114,126732,177031,177031,162113,162113,118114,126732,171641,172938,118114,138431,178243,178243,178764,178764,118114,126732
"AKIT","ABDULKALAM INST OF TECHNOLOGY AND SCI","COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)","Phase 3",61734,163584,61734,163584,141690,179915,61734,163584,127985,176344,61734,172020,180384,180384,175638,175638,61734,163584
"AKIT","ABDULKALAM INST OF TECHNOLOGY AND SCI","COMPUTER SCIENCE AND ENGINEERING","Phase 3",95816,101387,174377,174377,176668,176720,95816,101387,177844,177844,95816,101387,179789,179789,173910,173910,143809,143809
"AKIT","ABDULKALAM INST OF TECHNOLOGY AND SCI","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 3",84678,88172,84678,88172,177528,177528,84678,88172,173214,173214,109794,109794,176754,176754,134566,178719,84678,107459
"AKIT","ABDULKALAM INST OF TECHNOLOGY AND SCI","ELECTRICAL AND ELECTRONICS ENGINEERING","Phase 3",106045,106045,173731,173731,176900,176900,106045,106045,177100,177100,106045,140658,177060,177060,167571,167571,106045,106045
"AKIT","ABDULKALAM INST OF TECHNOLOGY AND SCI","MECHANICAL ENGINEERING","Phase 3",100142,100142,145359,145359,177412,177412,100142,100142,169383,169383,168512,168512,168968,168968,177393,179023,100142,100142
"AKIT","ABDULKALAM INST OF TECHNOLOGY AND SCI","MINING ENGINEERING","Phase 3",100180,100180,171793,176811,167810,167810,100180,174999,152383,152383,100180,100180,169397,173962,169442,173959,100180,100180
"ANRK","ANURAG ENGINEERING COLLEGE AUTONOMOUS","CIVIL ENGINEERING","Phase 3",168138,168138,168138,168138,168138,168138,168138,168138,168138,168138,168138,168138,175580,175580,168138,168138,168138,168138
"ANRK","ANURAG ENGINEERING COLLEGE AUTONOMOUS","COMPUTER SCIENCE AND ENGINEERING","Phase 3",56525,56525,131809,131809,116261,116261,56525,56525,89188,108225,56525,56525,165043,174669,173513,173513,98120,98120
"ANRK","ANURAG ENGINEERING COLLEGE AUTONOMOUS","COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)","Phase 3",49078,49078,142604,142604,117422,134991,49078,89129,89694,119654,139057,147139,173380,173380,176908,177147,97565,109640
"ANRK","ANURAG ENGINEERING COLLEGE AUTONOMOUS","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 3",66981,66981,155205,159679,161274,161274,119863,119863,134524,134524,150473,150473,179944,179944,180220,180220,134848,134848
"ANRK","ANURAG ENGINEERING COLLEGE AUTONOMOUS","ELECTRICAL AND ELECTRONICS ENGINEERING","Phase 3",78789,78789,139032,139032,131681,163439,78789,78789,149589,149589,78789,78789,180019,180019,173121,178051,159061,159061
"ANRK","ANURAG ENGINEERING COLLEGE AUTONOMOUS","INFORMATION TECHNOLOGY","Phase 3",95195,95195,151163,156451,159056,159056,95195,95195,144558,144558,155332,155332,179458,179458,173648,179016,116504,131860
"ARJN","ARJUN COLLEGE OF TECHNOLOGY AND SCIENCE","COMPUTER SCIENCE AND ENGINEERING","Phase 3",32508,32508,99899,157922,134344,137389,32508,32508,121685,121685,139429,139429,142748,170459,167633,172655,104531,107684
"ARJN","ARJUN COLLEGE OF TECHNOLOGY AND SCIENCE","COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)","Phase 3",110904,110904,163950,163950,145676,146064,110904,110904,126102,128290,122350,122350,167079,170711,169802,179927,110904,134240
"ARJN","ARJUN COLLEGE OF TECHNOLOGY AND SCIENCE","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 3",108670,108670,136049,140592,158205,158205,108670,139336,136066,138221,108670,108670,172565,174410,177603,180420,136017,136017
"ASRA","AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY","CIVIL ENGINEERING","Phase 3",155931,155931,176232,179965,176671,180056,155931,155931,179217,179483,178513,179706,175037,179184,179489,179489,155931,155931
"ASRA","AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY","COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)","Phase 3",70103,70103,144925,151924,140995,150996,70103,70103,129516,129516,142466,151143,173001,173133,179722,179828,125768,125768
"ASRA","AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY","COMPUTER SCIENCE AND ENGINEERING","Phase 3",33160,33160,146517,146517,132347,147054,97645,97645,103180,103180,151509,151509,171736,172935,168328,180175,106192,106192
"ASRA","AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY","COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)","Phase 3",91223,91223,112208,123797,141356,149088,91223,91223,127408,127408,111394,152862,172674,172969,179277,179277,115120,115120
"ASRA","AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 3",121764,121764,132767,154581,147922,153877,121764,121764,131304,133097,121764,121764,173737,174488,179863,179863,125025,140102
"ASRA","AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY","ELECTRICAL AND ELECTRONICS ENGINEERING","Phase 3",106436,106436,106436,106436,162044,162044,106436,147206,126689,158104,139402,161579,174828,176001,174906,174906,159454,159454
"ASRA","AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY","MECHANICAL ENGINEERING","Phase 3",107037,107037,180268,180268,178270,178270,107037,107037,180197,180197,107037,107037,179826,179826,180031,180031,107037,107037
"AURG","AURORAS SCIENTIFIC AND TECHNOLOGICAL INSTITUTE","ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING","Phase 3",56442,56442,161256,161256,119726,135418,56442,131219,104644,117331,125229,131083,161728,170034,169448,179194,86849,97180
"AURG","AURORAS SCIENTIFIC AND TECHNOLOGICAL INSTITUTE","COMPUTER SCIENCE AND ENGINEERING","Phase 3",55113,55113,144501,159597,115498,119593,98787,98787,95832,101096,148205,164798,166347,166767,167022,180097,86358,86358
"AURG","AURORAS SCIENTIFIC AND TECHNOLOGICAL INSTITUTE","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 3",40198,66309,162437,162437,105362,105362,40198,66309,97462,123156,106770,121899,162893,169426,170923,170923,105481,105481
"AURG","AURORAS SCIENTIFIC AND TECHNOLOGICAL INSTITUTE","MECHANICAL ENGINEERING","Phase 3",90490,90490,147577,155964,160226,173518,90490,174597,146637,161174,100143,136892,175377,177304,180291,180291,146720,147868
"AVIH","AVANTHI INST OF ENGG AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY)","Phase 3",70831,70831,161782,161782,133801,134160,70831,70831,125567,128024,141127,144247,168465,172637,178925,178925,107678,109091
"AVIH","AVANTHI INST OF ENGG AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)","Phase 3",100413,100413,136456,141934,142591,142591,100413,100413,116004,128524,145731,145731,172047,172643,177881,179359,101157,105321
"AVIH","AVANTHI INST OF ENGG AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","Phase 3",75997,75997,164730,164730,132722,132722,108434,108434,124371,124371,149571,149571,171991,172238,175517,177815,105470,105470
"AVIH","AVANTHI INST OF ENGG AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)","Phase 3",98847,98847,156441,164571,140621,140621,98847,98847,125175,130236,98847,133342,171817,171817,178087,178087,98847,107089
"AVIH","AVANTHI INST OF ENGG AND TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 3",70943,70943,148383,152909,150205,150205,70943,70943,125702,131677,119034,151146,173541,174294,180000,180116,117445,117445
"AVIH","AVANTHI INST OF ENGG AND TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","Phase 3",125535,125535,131036,146268,163677,163677,125535,125535,138582,138582,125535,125535,173669,175653,175021,176642,125535,125535
"AVIH","AVANTHI INST OF ENGG AND TECHNOLOGY","MECHANICAL ENGINEERING","Phase 3",59689,59689,176190,178786,177192,177192,176323,176323,148452,178989,145423,145423,177931,177931,176994,176994,162634,162634
"AVNI","AVN INST OF ENGG TECHNOLOGY (AUTONOMOUS)","ARTIFICIAL INTELLIGENCE AND DATA SCIENCE","Phase 3",65082,65082,152237,152237,89626,105045,65082,106512,94360,94708,151812,151812,165872,169099,169957,175608,76456,76456
"AVNI","AVN INST OF ENGG TECHNOLOGY (AUTONOMOUS)","CIVIL ENGINEERING","Phase 3",60739,97052,135386,135386,153305,164373,134032,134032,132306,132306,60739,145150,121184,175206,136544,157350,132138,132138
"AVNI","AVN INST OF ENGG TECHNOLOGY (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY)","Phase 3",66723,66723,153779,153779,100165,100165,66723,66723,94689,104071,154940,154940,165623,170663,172330,179749,66723,77414
"AVNI","AVN INST OF ENGG TECHNOLOGY (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)","Phase 3",67318,67318,128664,161894,99771,104356,67318,83464,98424,99731,159261,159261,165342,166330,156349,173215,77708,77708
"AVNI","AVN INST OF ENGG TECHNOLOGY (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING","Phase 3",52454,52454,100810,133925,89717,93812,81063,81063,80154,90429,152288,154284,115236,160480,146523,169774,64674,64674
"AVNI","AVN INST OF ENGG TECHNOLOGY (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)","Phase 3",51663,61570,144290,150191,93989,102208,91176,91176,91686,92823,116460,121092,166232,170920,170912,179076,73399,74835
"AVNI","AVN INST OF ENGG TECHNOLOGY (AUTONOMOUS)","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 3",63496,72583,159262,159262,122391,122391,63496,72583,95925,96372,146021,146021,167818,172488,172693,178962,84928,91123
"AVNI","AVN INST OF ENGG TECHNOLOGY (AUTONOMOUS)","MECHANICAL ENGINEERING","Phase 3",51968,51968,51968,147639,141681,178371,138273,138273,114225,164198,161589,161589,171536,178306,174344,174344,155280,155280
"BIET","BHARAT INSTITUTE OF ENGG AND TECHNOLOGY","CIVIL ENGINEERING","Phase 3",141489,141489,172419,172419,172673,172673,141489,141489,153659,153659,172767,172767,142030,176808,171810,176701,141489,141489
"BIET","BHARAT INSTITUTE OF ENGG AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY)","Phase 3",67138,68175,149564,149564,114955,114955,67138,68175,101683,106679,67138,116636,167950,167950,179451,180347,85163,85163
"BIET","BHARAT INSTITUTE OF ENGG AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)","Phase 3",76437,76437,129318,158981,121588,121588,76437,111523,109821,109821,154819,154819,169390,169837,173349,173349,88371,88395
"BIET","BHARAT INSTITUTE OF ENGG AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","Phase 3",66114,66114,163351,163351,119988,120837,142415,142415,103539,112552,164439,164439,171820,173101,175885,176638,86765,86765
"BIET","BHARAT INSTITUTE OF ENGG AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)","Phase 3",69829,83222,161268,161268,130878,130878,69829,83222,111711,120526,150809,150809,172093,172093,178147,178628,82258,86924
"BIET","BHARAT INSTITUTE OF ENGG AND TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 3",78815,78815,155465,155465,149525,157732,103469,103469,123934,132763,138063,138063,172219,174911,177346,180423,111032,111032
"BIET","BHARAT INSTITUTE OF ENGG AND TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","Phase 3",124225,124225,145274,145274,163942,163942,124225,124225,144708,145183,124225,124225,149477,176413,143781,175415,124225,140269
"BIET","BHARAT INSTITUTE OF ENGG AND TECHNOLOGY","INFORMATION TECHNOLOGY","Phase 3",62237,62237,146944,160960,140078,140078,62237,62237,118255,122135,163263,163263,172800,174939,179043,179043,98361,98361
"BIET","BHARAT INSTITUTE OF ENGG AND TECHNOLOGY","MECHANICAL ENGINEERING","Phase 3",109217,109217,175792,175792,180125,180125,178964,178964,180157,180157,109217,179393,178440,180389,172391,180003,109217,109217
"BITN","BALAJI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS)","CIVIL ENGINEERING","Phase 3",105757,105757,136238,136238,141417,141417,105757,105757,125214,125214,148984,148984,179575,179575,118101,118101,105757,105757
"BITN","BALAJI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)","Phase 3",86362,123322,164776,164776,158379,158379,86362,123322,141044,141044,154213,154213,180348,180348,179869,179869,152385,163859
"BITN","BALAJI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING","Phase 3",70466,73876,148498,156636,141773,152396,88626,88626,126811,126811,159423,164625,178801,178801,179461,179461,163555,163555
"BITN","BALAJI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)","Phase 3",104559,104559,164089,164089,163193,163193,156963,156963,142265,142265,142476,158190,178933,178933,176248,179854,163923,163923
"BITN","BALAJI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS)","COMPUTER ENGINEERING(SOFTWARE ENGINEERING)","Phase 3",90935,90935,161513,161513,161710,163267,90935,90935,140225,140225,90935,146595,177043,177043,180077,180086,145902,145902
"BITN","BALAJI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS)","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 3",89289,89289,159940,159940,161245,177977,89289,156438,125921,158239,144257,162269,179497,179497,179860,179991,154798,162202
"BITN","BALAJI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS)","ELECTRICAL AND ELECTRONICS ENGINEERING","Phase 3",91769,91769,91769,127580,91769,149457,91769,91769,146845,161038,124162,124162,170595,179506,145171,169155,91769,91769
"BITN","BALAJI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS)","MECHANICAL ENGINEERING","Phase 3",90524,90524,90524,90524,161794,161794,90524,90524,90524,90524,143487,143487,90524,90524,90524,177267,90524,90524
"BOMA","BOMMA INST OF TECHNOLOGY AND SCI","CIVIL ENGINEERING","Phase 3",180374,180374,180374,180394,180374,180424,180374,180374,180374,180388,180374,180374,180416,180412,180419,180423,180374,180374
"BOMA","BOMMA INST OF TECHNOLOGY AND SCI","COMPUTER SCIENCE AND ENGINEERING","Phase 3",69717,102167,148755,148755,161471,178061,69717,124894,155967,155967,146124,146124,173542,173542,172467,175558,154325,154325
"BOMA","BOMMA INST OF TECHNOLOGY AND SCI","COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)","Phase 3",76351,106399,140994,179287,76351,106399,76351,106399,76351,106399,76351,106399,178944,179901,174284,174284,76351,106399
"BOMA","BOMMA INST OF TECHNOLOGY AND SCI","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 3",96973,98084,142723,162811,161473,161473,96973,98084,96973,98084,96973,98084,176643,176643,174155,174155,96973,98084
"BOMA","BOMMA INST OF TECHNOLOGY AND SCI","ELECTRICAL AND ELECTRONICS ENGINEERING","Phase 3",97915,97915,97915,97915,97915,169171,97915,97915,97915,97915,153607,170393,98495,98495,177305,177305,97915,97915
"BOSE","ANU BOSE INSTT OF TECHNOLOGY","CIVIL ENGINEERING","Phase 3",,171592,,178241,,180424,,171592,,171592,,171592,,180173,,171592,,171592
"BOSE","ANU BOSE INSTT OF TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)","Phase 3",,121551,,176079,,180405,,121551,,146981,,150733,,174439,,172441,,121551
"BOSE","ANU BOSE INSTT OF TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","Phase 3",,131996,,172604,,175730,,176777,,179645,,151569,,178348,,170962,,142253
"BOSE","ANU BOSE INSTT OF TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)","Phase 3",,138779,,176681,,178928,,179011,,180069,,161355,,175176,,176812,,138779
"BOSE","ANU BOSE INSTT OF TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 3",,141815,,168403,,172820,,141815,,175575,,176256,,168032,,167261,,150377
"BOSE","ANU BOSE INSTT OF TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","Phase 3",,110671,,174844,,180263,,110671,,180226,,151234,,179415,,172377,,110671
"BREW","BHOJREDDY ENGINEERING COLLEGE FOR WOMEN","COMPUTER SCIENCE AND ENGINEERING","Phase 3",,16323,,41227,,28933,,107379,,24433,,38782,,51498,,82506,,18573
"BREW","BHOJREDDY ENGINEERING COLLEGE FOR WOMEN","COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)","Phase 3",,18572,,43490,,25316,,70138,,24874,,19301,,67145,,72738,,18796
"BREW","BHOJREDDY ENGINEERING COLLEGE FOR WOMEN","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 3",,28077,,93238,,50351,,28077,,52642,,83403,,118338,,127999,,31856
"BREW","BHOJREDDY ENGINEERING COLLEGE FOR WOMEN","ELECTRICAL AND ELECTRONICS ENGINEERING","Phase 3",,47338,,157443,,95405,,86892,,86453,,84693,,169868,,170148,,75871
"BREW","BHOJREDDY ENGINEERING COLLEGE FOR WOMEN","INFORMATION TECHNOLOGY","Phase 3",,25166,,55435,,35972,,25166,,36786,,57108,,92526,,167035,,25166
"BRIG","BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS","ARTIFICIAL INTELLIGENCE AND DATA SCIENCE","Phase 3",115846,115846,135409,135409,155138,162129,115846,115846,132712,132712,126201,162996,173258,173258,179765,179765,136919,136919
"BRIG","BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS","CIVIL ENGINEERING","Phase 3",74965,74965,172259,178724,178760,179211,74965,74965,175359,178092,175015,175015,176375,178050,180284,180284,74965,74965
"BRIG","BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS","COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)","Phase 3",111191,119412,156832,159081,156469,156543,111191,119412,129641,132427,122417,122417,174073,174659,179771,179771,119505,119505
"BRIG","BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS","COMPUTER SCIENCE AND ENGINEERING","Phase 3",70273,70416,151494,152710,150634,151063,85030,116191,133134,134944,154625,154625,172484,173719,179530,179576,133793,133793
"BRIG","BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS","COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)","Phase 3",56693,56693,117815,158634,155068,155068,56693,138147,130676,137076,115923,115923,173917,174468,180110,180110,133783,133783
"BRIG","BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 3",118515,118515,157026,157026,156748,162703,118515,118515,138104,146297,148827,148827,169809,173767,178758,178758,139253,139847
"BRIG","BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS","ELECTRICAL AND ELECTRONICS ENGINEERING","Phase 3",147201,147201,149812,162018,151158,162580,147201,147201,147201,162310,150037,150037,173982,173982,179811,179811,155833,155833
"BRIG","BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS","MECHANICAL ENGINEERING","Phase 3",69335,69335,178529,178529,69335,69335,69335,69335,178544,179586,69335,69335,180399,180399,69335,69335,69335,69335
"BRIL","BRILLIANT INSTT OF ENGG AND TECHNOLOGY","ARTIFICIAL INTELLIGENCE AND DATA SCIENCE","Phase 3",115119,115119,153703,163862,152848,164436,115119,129232,130814,137642,162200,162200,171977,171977,179552,179552,118725,122284
"BRIL","BRILLIANT INSTT OF ENGG AND TECHNOLOGY","CIVIL ENGINEERING","Phase 3",113929,113929,157078,159580,161899,176833,113929,113929,153843,160503,164014,164014,177487,177906,178584,178584,157965,157965
"BRIL","BRILLIANT INSTT OF ENGG AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY)","Phase 3",80346,80346,149937,149937,145687,157441,80346,80346,130542,130542,146193,146193,170509,171047,178056,178410,111329,113294
"BRIL","BRILLIANT INSTT OF ENGG AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)","Phase 3",101083,101083,145439,145439,143093,152955,101083,101083,126462,126462,132205,156458,170953,171675,174978,177884,111251,125636
"BRIL","BRILLIANT INSTT OF ENGG AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","Phase 3",39485,107536,154692,154692,136549,144105,119644,119644,123909,125102,139328,139328,169071,169071,168635,178865,105532,118472
"BRIL","BRILLIANT INSTT OF ENGG AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)","Phase 3",73384,73384,145593,145593,142108,151617,73384,73384,101939,112912,147228,157852,167151,169955,176184,176184,107267,121888
"BRIL","BRILLIANT INSTT OF ENGG AND TECHNOLOGY","COMPUTER ENGINEERING(SOFTWARE ENGINEERING)","Phase 3",132346,132346,160527,160527,158499,158499,132346,132346,137729,137729,136496,136496,173498,175079,176764,176764,142841,150860
