College Code,College Name,Branch Name,OC Boys,OC Girls,EWS Boys,EWS Girls,SC Boys,SC Girls,ST Boys,ST Girls,BC-A Boys,BC-A Girls,BC-B Boys,BC-B Girls,BC-C Boys,BC-C Girls,BC-D Boys,BC-D Girls,BC-E Boys,BC-E Girls
"VGWL","VAGDEVI ENGINEERING COLLEGE AUTONOMOUS WARANGAL","ELECTRONICS AND COMMUNICATION ENGINEERING",80362,77573,NA,NA,148931,155470,160230,163883,117945,116314,116009,116883,NA,106314,97210,104685,121520,118950
"JNPL","JNTUH UNIVERSITY COLLEGE OF ENGINEERING PALAIR PALAIR","COMPUTER SCIENCE AND ENGINEERING DATA SCIENCE",80913,83126,134864,NA,150095,158217,138004,129671,119623,122832,110584,107527,99012,NA,109548,110382,153642,NA
"IITT","INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY SIDDIPET","COMPUTER SCIENCE AND ENGINEERING",81383,71867,111916,106084,158274,156312,162703,146420,155983,153235,121861,104026,NA,89238,111259,103300,139539,91647
"AVIH","AVANTHI INST OF ENGG AND TECHNOLOGY AUTONOMOUS HAYATHNAGAR","COMPUTER SCIENCE AND ENGINEERING DATA SCIENCE",81415,84357,90703,90363,148154,138554,154824,157208,140365,117079,98393,104913,NA,NA,94389,95319,149954,NA
"SVSE","SVS GRP OF INSTNS SVS INST OF TECH AUTONOMOUS HANAMKONDA","COMPUTER SCIENCE AND ENGINEERING DATA SCIENCE",81710,99401,91178,130358,156478,158019,174409,152894,131488,115317,121980,137187,NA,NA,135945,140754,130185,NA
"VISA","VATHSALYA INSTITUTE OF SCI AND TECHNOLOGY BHONGIR","COMPUTER SCIENCE AND ENGINEERING DATA SCIENCE",81779,101560,107060,143840,153658,153234,156720,NA,122023,NA,124284,128535,124539,NA,127126,129994,129104,NA
"BRIG","BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS AUTONOMOUS HAYATHNAGAR","ARTIFICIAL INTELLIGENCE AND DATA SCIENCE",81844,71932,96008,100507,151962,150565,154358,NA,118004,141526,98689,106856,90798,115596,107293,107247,133193,NA
"DRKI","D R K INSTITUTE OF SCI AND TECHNOLOGY BOWRAMPET","COMPUTER SCIENCE AND ENGINEERING DATA SCIENCE",82307,70404,88848,91959,153239,153957,155012,NA,145208,150530,107670,101323,141852,NA,92494,95618,151600,147390
"ELEN","ELLENKI COLLGE OF ENGG AND TECHNOLOGY AUTONOMOUS PATANCHERU","ELECTRICAL AND ELECTRONICS ENGINEERING",82548,82470,120702,113862,155988,152631,161356,NA,NA,125765,130393,127307,NA,NA,102605,115934,NA,NA
"KNRR","KASIREDDY NARAYANAREDDY COLL ENGG RES AUTONOMOUS HAYATHNAGAR","ELECTRICAL AND ELECTRONICS ENGINEERING",82675,81594,104864,137468,146634,149886,153524,146605,151106,NA,113131,130389,111808,NA,117346,113036,NA,147732
"ESUT","EARTH SCIENCES UNIV OF TELANGANA FORMERLY K U COLLEGE OF ENGG KOTHAGUDEM KOTHAGUDEM","ELECTRICAL AND ELECTRONICS ENGINEERING",82710,64901,128530,NA,149614,151825,155879,151836,132198,NA,133068,137831,NA,128512,162579,112864,NA,NA
"AURG","AURORAS SCIENTIFIC AND TECHNOLOGICAL INSTITUTE GHATKESAR","MECHANICAL ENGINEERING",82904,123131,130433,NA,160316,160450,150961,NA,139611,NA,133789,NA,NA,NA,106841,151046,132695,NA
"HOLY","HOLY MARY INSTITUTE OF TECH SCIENCE AUTONOMOUS KEESARA","MECHANICAL ENGINEERING",82923,NA,NA,NA,144759,NA,154730,NA,142142,NA,146357,NA,NA,NA,131765,NA,NA,NA
"JMTS","JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI AUTONOMOUS KARIMNAGAR","COMPUTER SCIENCE AND ENGINEERING",83214,71023,135327,137055,162479,155760,166740,159867,131466,135426,131272,114983,NA,NA,113054,110269,136259,117399
"BRIG","BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS AUTONOMOUS HAYATHNAGAR","COMPUTER SCIENCE AND ENGINEERING",83382,82488,101428,111529,149860,149255,154212,153754,137289,144383,110701,105475,92865,NA,104935,97950,140344,89414
"PALV","PALLAVI ENGINEERING COLLEGE AUTONOMOUS KUNTLOOR","ELECTRONICS AND COMMUNICATION ENGINEERING",83399,88098,NA,90573,147273,148638,146709,158834,152440,100908,99128,105974,NA,NA,94361,103562,155085,NA
"KCEA","KSHATRIYA COLLEGE OF ENGINEERING ARMOOR","ELECTRICAL AND ELECTRONICS ENGINEERING",83565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AVIH","AVANTHI INST OF ENGG AND TECHNOLOGY AUTONOMOUS HAYATHNAGAR","COMPUTER SCIENCE AND ENGINEERING CYBER SECURITY",84044,77817,94033,105073,148365,148043,152860,NA,138266,160541,106886,99137,89339,NA,95217,NA,152921,NA
"BRIL","BRILLIANT INSTT OF ENGG AND TECHNOLOGY AUTONOMOUS HAYATHNAGAR","ARTIFICIAL INTELLIGENCE AND DATA SCIENCE",84270,32737,101547,103492,157845,149801,153848,158066,98781,104641,116921,111331,NA,NA,106045,101232,146171,NA
"BITN","BALAJI INSTITUTE OF TECHNOLOGY AND SCI AUTONOMOUS NARSAMPET","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",84298,79508,133853,129320,158995,160191,160905,165417,122634,106232,129937,106014,111655,112780,110202,108177,145273,134769
"BITN","BALAJI INSTITUTE OF TECHNOLOGY AND SCI AUTONOMOUS NARSAMPET","ELECTRICAL AND ELECTRONICS ENGINEERING",84566,101169,NA,NA,157955,NA,161001,150506,NA,NA,155736,149959,NA,NA,147287,124459,NA,NA
"VGWL","VAGDEVI ENGINEERING COLLEGE AUTONOMOUS WARANGAL","COMPUTER SCIENCE AND ENGINEERING DATA SCIENCE",84655,72376,102590,138054,152513,152970,151790,159385,142648,129798,103934,102521,NA,NA,91894,94900,150919,148379
"KSGI","GOVERNMENT ENGINEERING COLLEGE KOSGI KOSGI","COMPUTER SCIENCE AND ENGINEERING",84762,89334,NA,NA,163510,154210,149486,159336,NA,133866,147161,111981,NA,NA,110238,134558,124268,NA
"SUCE","UNIVERSITY COLLEGE OF ENGINEERING HUSNABAD SATAVAHANA UNIVERSITY HUSNABAD","COMPUTER SCIENCE AND ENGG ARTIFICIAL INTELLIGENCE",84772,117811,NA,NA,158812,144463,151259,NA,NA,140374,NA,157530,NA,NA,138843,NA,NA,NA
"ELEN","ELLENKI COLLGE OF ENGG AND TECHNOLOGY AUTONOMOUS PATANCHERU","ELECTRONICS AND COMMUNICATION ENGINEERING",84776,85766,87229,NA,NA,111241,154845,NA,140024,NA,113972,102947,NA,NA,98914,104068,NA,NA
"JPNE","JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING AUTONOMOUS MAHABUBNAGAR","ELECTRONICS AND COMMUNICATION ENGINEERING",84990,80120,NA,134806,164062,158599,154046,155948,144422,121440,154357,141467,NA,106812,144149,102214,NA,NA
"BRIL","BRILLIANT INSTT OF ENGG AND TECHNOLOGY AUTONOMOUS HAYATHNAGAR","ELECTRONICS AND COMMUNICATION ENGINEERING",85370,NA,106825,115979,152919,150024,159097,151901,114519,119759,114931,117696,111594,NA,114122,102822,119192,NA
"KGRH","KG REDDY COLLEGE OF ENGG AND TECHNOLOGY AUTONOMOUS MOINABAD","MECHANICAL ENGINEERING",85712,135753,120228,NA,145767,154516,161027,NA,113065,NA,118985,NA,97356,NA,93057,151243,130089,NA
"VGSE","VAAGESHWARI COLL OF ENGINEERING AUTONOMOUS KARIMNAGAR","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",85757,71659,134948,130506,155512,155569,123265,145115,144433,117525,119074,99558,NA,110153,122243,112418,123550,112569
"ASRA","AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY HAYATHNAGAR","ELECTRONICS AND COMMUNICATION ENGINEERING",85851,100829,113430,125818,155587,151424,160193,NA,121853,NA,118448,119879,103922,NA,105839,122510,129895,118461
"SDES","SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE AUTONOMOUS IBRAHIMPATAN","ELECTRONICS AND COMMUNICATION ENGINEERING",85907,74539,90586,103487,157452,154302,152233,152145,127317,128109,106115,107969,NA,NA,94588,95828,NA,112781
"JMTS","JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI AUTONOMOUS KARIMNAGAR","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",86295,91569,100944,142566,156066,149955,152669,131562,140781,140468,157850,138761,NA,NA,142462,133121,144208,132066
"MGUNSF","MGU COLLEGE OF ENGINEERING AND TECHNOLOGY NALGONDA","ELECTRONICS AND COMMUNICATION ENGINEERING",86497,20509,NA,141684,154999,154759,160262,157965,154774,141603,135580,149950,NA,124499,118912,119201,144494,116507
"BIET","BHARAT INSTITUTE OF ENGG AND TECHNOLOGY AUTONOMOUS IBRAHIMPATNAM","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",86526,66633,76016,81141,150285,150589,154211,159015,136966,153152,92481,93383,84043,70469,87931,91914,117948,NA
"KTKM","KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE AUTONOMOUS HUZURABAD","ELECTRONICS AND COMMUNICATION ENGINEERING",86592,75951,133922,138228,158695,156076,153656,160696,144771,139882,140370,120204,106464,103629,109647,100319,146120,118787
"JNTM","JNTUH UNIVERSITY COLLEGE OF ENGG MANTHANI MANTHANI","MINING ENGINEERING",86690,83951,NA,NA,145977,161623,154074,149752,169345,154820,163400,152740,NA,159747,153024,162095,169444,154312
"JNPL","JNTUH UNIVERSITY COLLEGE OF ENGINEERING PALAIR PALAIR","ELECTRONICS AND COMMUNICATION ENGINEERING",86831,83787,NA,144987,158397,161302,154690,150714,150383,163834,146938,162186,149535,NA,142974,144829,NA,NA
"BIET","BHARAT INSTITUTE OF ENGG AND TECHNOLOGY AUTONOMOUS IBRAHIMPATNAM","ELECTRONICS AND COMMUNICATION ENGINEERING",86896,73238,101008,106663,154850,157051,156264,NA,145434,147020,114771,116764,NA,97178,106908,102685,151182,148695
"AVIH","AVANTHI INST OF ENGG AND TECHNOLOGY AUTONOMOUS HAYATHNAGAR","ELECTRONICS AND COMMUNICATION ENGINEERING",86903,85492,100668,112041,154832,152885,156073,151399,147363,112545,109862,110892,NA,NA,105912,104806,117820,118805
"INDU","SRI INDU COLLEGE OF ENGG AND TECHNOLOGY AUTONOMOUS IBRAHIMPATAN","MECHANICAL ENGINEERING",87059,105214,107234,NA,159592,NA,134916,NA,116728,NA,106145,138391,134040,NA,NA,NA,NA,NA
"TPCE","TALLA PADMAVATHI COLL OF ENGINEERING AUTONOMOUS KAZIPET","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",87336,69229,132096,NA,160619,122797,NA,155968,135950,141921,139558,130489,NA,NA,131281,133022,110764,145763
"AVNI","AVN INST OF ENGG TECHNOLOGY AUTONOMOUS IBRAHIMPATNAM","ELECTRONICS AND COMMUNICATION ENGINEERING",87502,85082,82371,104257,149924,166218,153229,156631,131473,141093,103984,98274,NA,98171,88874,91512,134077,NA
"TKEM","TEEGALA KRISHNA REDDY ENGINEERING COLLEGE AUTONOMOUS MIRPET","ELECTRICAL AND ELECTRONICS ENGINEERING",88064,81580,91919,112901,152858,153044,142246,158493,148089,NA,97847,105900,NA,NA,93755,100613,108879,NA
"CHTN","SREE CHAITANYA COLLEGE OF ENGINEERING KARIMNAGAR","ELECTRONICS AND COMMUNICATION ENGINEERING",88313,77173,104776,139326,156985,159797,136857,136186,157975,102142,127413,101198,NA,NA,118195,122863,122556,105852
"SRHP","SR UNIVERSITY FORMERLY S R ENGINEERING COLLEGE HASANPARTHY","CIVIL ENGINEERING",88511,86882,109473,102903,149087,154784,145808,160936,121492,135145,112026,111245,114758,NA,117478,121491,149362,NA
"BRIL","BRILLIANT INSTT OF ENGG AND TECHNOLOGY AUTONOMOUS HAYATHNAGAR","COMPUTER SCIENCE AND ENGINEERING DATA SCIENCE",88710,NA,100934,111724,151936,151168,155718,158877,148288,111362,109418,104800,NA,NA,102480,106946,NA,NA
"KNRR","KASIREDDY NARAYANAREDDY COLL ENGG RES AUTONOMOUS HAYATHNAGAR","COMPUTER SCIENCE AND ENGINEERING CYBER SECURITY",88902,67725,91895,105546,146506,150617,133916,153306,148193,142004,104132,109383,89246,NA,98140,92972,150348,NA
"GLOB","GLOBAL INST OF ENGINEERING AND TECHNOLOGY AUTONOMOUS CHILKUR","MECHANICAL ENGINEERING",89027,136885,NA,NA,160242,NA,149895,NA,128426,NA,147847,NA,NA,NA,138349,NA,166896,NA
"WITS","WARANGAL INST OF TECHNOLOGY SCIENCE WARANGAL","ELECTRONICS AND COMMUNICATION ENGINEERING",89262,102079,113055,NA,157550,146550,171052,161688,112562,NA,106542,130323,NA,NA,105201,NA,103967,NA
"TCEK","TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY AUTONOMOUS PEDDAPALLY","COMPUTER SCIENCE AND ENGINEERING",89716,70028,NA,NA,161255,147639,160775,100144,112250,NA,146939,141370,135675,NA,127018,102952,132384,126563
"AVNI","AVN INST OF ENGG TECHNOLOGY AUTONOMOUS IBRAHIMPATNAM","CIVIL ENGINEERING",89784,NA,123584,NA,163473,158125,161105,152442,139926,NA,112328,120105,108625,NA,109835,NA,NA,NA
"AKIT","ABDULKALAM INST OF TECHNOLOGY AND SCI KOTHAGUDEM","ELECTRONICS AND COMMUNICATION ENGINEERING",89952,74789,130080,127225,158561,NA,118666,138923,NA,147441,122286,142830,139578,NA,NA,143754,NA,NA
"SDGI","SREE DATTHA GRP OF INSTNS AUTONOMOUS IBRAHIMPATAN","ELECTRONICS AND COMMUNICATION ENGINEERING",90010,NA,96359,100720,159320,157301,153509,157779,123223,114975,112379,112154,93984,NA,104636,104927,111459,116350
"SCIT","SRI CHAITANYA INSTITUTE OF TECHNOLOGY AND RESEARCH AUTONOMOUS KHAMMAM","COMPUTER SCIENCE AND ENGINEERING DATA SCIENCE",90072,83679,NA,NA,160026,155167,161823,156996,158550,133975,127497,130159,117217,NA,121530,108884,135490,128442
"SVSE","SVS GRP OF INSTNS SVS INST OF TECH AUTONOMOUS HANAMKONDA","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",90161,68294,128594,NA,156175,156882,159019,115625,139320,144030,126474,137136,NA,120728,137985,121115,133904,137239
"AKIT","ABDULKALAM INST OF TECHNOLOGY AND SCI KOTHAGUDEM","COMPUTER SCIENCE AND ENGINEERING",90416,85505,126188,147446,156157,146136,147546,153724,143103,119042,137532,145229,NA,NA,118977,136562,132771,NA
"JMTS","JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI AUTONOMOUS KARIMNAGAR","ELECTRONICS AND COMMUNICATION ENGINEERING",90656,98999,NA,NA,133537,140688,163978,143436,NA,NA,144992,146907,NA,NA,142391,142615,NA,NA
"JNWN","JNTUH UNIVERSITY COLLEGE OF ENGINEERING WANAPARTHY NARSINGAYAPALLY VILLAGE","ELECTRONICS AND COMMUNICATION ENGINEERING",90854,78532,NA,NA,158736,155074,166513,157270,143830,124779,145237,147266,104432,NA,119273,118012,134691,113092
"VGSE","VAAGESHWARI COLL OF ENGINEERING AUTONOMOUS KARIMNAGAR","COMPUTER SCIENCE AND ENGINEERING DATA SCIENCE",91294,87398,134780,NA,133131,154497,132617,NA,132997,141767,121779,110667,131838,112730,126770,133839,151567,NA
"BITN","BALAJI INSTITUTE OF TECHNOLOGY AND SCI AUTONOMOUS NARSAMPET","COMPUTER SCIENCE AND ENGINEERING DATA SCIENCE",91655,95216,NA,NA,158711,158920,158359,112536,141605,125710,131553,126353,103239,NA,119145,114972,155912,122246
"MGUNSF","MGU COLLEGE OF ENGINEERING AND TECHNOLOGY NALGONDA","ELECTRICAL AND ELECTRONICS ENGINEERING",91722,51202,NA,NA,156029,156784,164781,149484,NA,NA,NA,NA,NA,NA,147700,NA,NA,NA
"GATE","GATE INSTITUTE OF TECHNOLOGYAND SCIENCES KODAD","COMPUTER SCIENCE AND ENGINEERING",91810,96307,120210,136797,151174,148242,166228,163896,140043,149056,144025,136207,132043,NA,132011,121198,143848,138709
"NREC","NALLAMALLA REDDY ENGINEERING COLLEGE AUTONOMOUS GHATKESAR","ELECTRICAL AND ELECTRONICS ENGINEERING",91899,NA,93992,113644,155280,157291,156077,154187,95077,125211,121955,125356,NA,NA,108251,113878,125098,NA
"ARJN","ARJUN COLLEGE OF TECHNOLOGY AND SCIENCE AUTONOMOUS BATASINGARAM","ELECTRONICS AND COMMUNICATION ENGINEERING",92337,87615,113465,117605,155069,151467,158997,155493,112707,119048,116798,129927,NA,NA,118327,124974,121248,NA
"TCEK","TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY AUTONOMOUS PEDDAPALLY","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",92520,69634,NA,128804,159198,151222,165537,154682,124149,140208,110805,102744,NA,NA,NA,108048,147123,NA
"ANRK","ANURAG ENGINEERING COLLEGE AUTONOMOUS KODAD","CIVIL ENGINEERING",92638,94073,NA,NA,157185,157070,156747,157095,152151,NA,169281,134768,NA,NA,125916,NA,NA,NA
"CHTN","SREE CHAITANYA COLLEGE OF ENGINEERING KARIMNAGAR","COMPUTER SCIENCE AND ENGINEERING",92810,77697,135092,136016,160226,160508,153771,156199,144522,136620,140764,121918,135339,NA,131849,118182,152104,136711
"TPCE","TALLA PADMAVATHI COLL OF ENGINEERING AUTONOMOUS KAZIPET","COMPUTER SCIENCE AND ENGINEERING",93107,75361,117883,123291,154486,157595,168538,157256,140383,136749,119687,113195,NA,NA,120764,120953,147785,143930
"NREC","NALLAMALLA REDDY ENGINEERING COLLEGE AUTONOMOUS GHATKESAR","CIVIL ENGINEERING",93579,114647,131276,NA,159400,152291,161022,NA,152488,144029,128848,151262,NA,135140,119470,135425,NA,142229
"CHTS","SREE CHAITANYA INST OF TECHNOLOGY SCIENCES KARIMNAGAR","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",93583,81261,98174,146104,156271,157065,161793,155522,106089,140283,146599,145200,105655,NA,123160,114152,120039,104865
"SVES","SRI VENKATESWARA ENGINEERING COLLEGE SURYAPETA","ELECTRONICS AND COMMUNICATION ENGINEERING",94086,91434,NA,NA,NA,148544,152228,NA,145400,NA,NA,NA,NA,NA,135731,NA,NA,NA
"NGMA","NIGAMA ENGINEERING COLLEGE KARIMNAGAR","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",94299,NA,NA,NA,160545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VCET","VISWESWARAYA COLL OF ENGG AND TECHNOLOGY AUTONOMOUS IBRAHIMPATAN","MECHANICAL ENGINEERING",94311,NA,NA,NA,158156,NA,163060,NA,131730,NA,133585,NA,NA,NA,122142,NA,NA,NA
"WITS","WARANGAL INST OF TECHNOLOGY SCIENCE WARANGAL","CIVIL ENGINEERING",94355,NA,NA,NA,155637,NA,162293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TCEK","TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY AUTONOMOUS PEDDAPALLY","ELECTRONICS AND COMMUNICATION ENGINEERING",94528,62375,NA,NA,162868,NA,120315,130438,109880,119776,138444,132496,NA,133655,111260,NA,NA,136025
"VISA","VATHSALYA INSTITUTE OF SCI AND TECHNOLOGY BHONGIR","INFORMATION TECHNOLOGY",94577,104385,NA,NA,147954,NA,157517,147804,121899,NA,140332,142557,143035,NA,143569,NA,149509,NA
"VGSE","VAAGESHWARI COLL OF ENGINEERING AUTONOMOUS KARIMNAGAR","COMPUTER SCIENCE AND ENGINEERING",94872,78014,119968,145524,159316,158962,160737,162962,150270,127412,127139,123815,116036,NA,119703,119737,115189,145093
"SRHP","SR UNIVERSITY FORMERLY S R ENGINEERING COLLEGE HASANPARTHY","MECHANICAL ENGINEERING",95593,130768,NA,NA,148473,157217,151979,NA,147456,NA,141907,148160,107766,NA,136637,146678,147385,NA
"BRIG","BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS AUTONOMOUS HAYATHNAGAR","COMPUTER SCIENCE AND ENGINEERING DATA SCIENCE",95655,84668,102970,116766,151723,150230,152001,157113,149225,114291,109601,106977,NA,NA,106589,107071,147396,102310
"BIET","BHARAT INSTITUTE OF ENGG AND TECHNOLOGY AUTONOMOUS IBRAHIMPATNAM","MECHANICAL ENGINEERING",95723,NA,103789,NA,154066,153203,151326,NA,NA,NA,125703,NA,121077,NA,133531,NA,NA,NA
"CHTS","SREE CHAITANYA INST OF TECHNOLOGY SCIENCES KARIMNAGAR","ELECTRONICS AND COMMUNICATION ENGINEERING",96056,65917,NA,125260,157083,159193,159288,154011,119108,127028,126992,119309,NA,NA,NA,NA,129770,123118
"PALV","PALLAVI ENGINEERING COLLEGE AUTONOMOUS KUNTLOOR","ELECTRICAL AND ELECTRONICS ENGINEERING",96170,NA,112019,NA,151559,147688,152925,NA,113562,113694,133501,NA,NA,105387,104878,108126,106701,NA
"KLRT","KLR COLLEGE OF ENGG AND TECHNOLOGY AUTONOMOUS PALONCHA","COMPUTER SCIENCE AND ENGINEERING",96413,97104,NA,114807,153169,148613,165572,155814,127296,133629,144095,127001,NA,NA,121754,125271,155259,110942
"BRIL","BRILLIANT INSTT OF ENGG AND TECHNOLOGY AUTONOMOUS HAYATHNAGAR","COMPUTER ENGINEERINGSOFTWARE ENGINEERING",96614,NA,112907,120958,153268,154178,157854,157129,137259,115171,128314,115793,118056,NA,119575,123878,120352,123010
"KCEA","KSHATRIYA COLLEGE OF ENGINEERING ARMOOR","COMPUTER SCIENCE AND ENGINEERING",96656,88798,114273,NA,148297,154022,162745,142609,129136,148549,158245,143586,NA,NA,117819,122231,106047,133778
"KLRT","KLR COLLEGE OF ENGG AND TECHNOLOGY AUTONOMOUS PALONCHA","ELECTRONICS AND COMMUNICATION ENGINEERING",96844,90423,NA,NA,153848,152736,139920,NA,143604,NA,123895,137867,NA,129781,133446,112197,131049,NA
"KLRT","KLR COLLEGE OF ENGG AND TECHNOLOGY AUTONOMOUS PALONCHA","MINING ENGINEERING",96942,98823,NA,NA,156183,NA,157478,143858,NA,154037,126435,NA,NA,NA,147353,148010,NA,NA
"ASRA","AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY HAYATHNAGAR","MECHANICAL ENGINEERING",97055,NA,NA,NA,159134,NA,142595,NA,165920,NA,168405,NA,NA,NA,NA,NA,NA,NA
"SPHN","SPHOORTHY ENGINEERING COLLEGE AUTONOMOUS NADERGUL","CIVIL ENGINEERING",97135,84545,135183,NA,147380,NA,159433,159453,NA,131304,129132,118132,NA,NA,113613,142416,NA,NA
"KSGI","GOVERNMENT ENGINEERING COLLEGE KOSGI KOSGI","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",97244,68394,NA,NA,136564,160216,159818,NA,NA,129517,152711,NA,NA,NA,143151,142086,175914,NA
"GLOB","GLOBAL INST OF ENGINEERING AND TECHNOLOGY AUTONOMOUS CHILKUR","CIVIL ENGINEERING",97268,NA,96079,NA,164226,159282,157329,NA,108587,NA,143469,NA,NA,125212,105899,NA,NA,NA
"JNMB","JNTUH UNIVERSITY COLLEGE OF ENGINEERING MAHABUBABAD MAHABUBABAD","ELECTRICAL AND ELECTRONICS ENGINEERING",97548,142276,NA,NA,146219,NA,158103,NA,160411,158355,160002,NA,NA,NA,167057,NA,NA,NA
"DRKI","D R K INSTITUTE OF SCI AND TECHNOLOGY BOWRAMPET","MECHANICAL ENGINEERING",97572,NA,120509,NA,151904,NA,165678,NA,122143,NA,151153,NA,NA,NA,124279,147758,156286,NA
"SBIT","SWARNA BHARATHI INSTITUTE OF SCI AND TECHNOLOGY AUTONOMOUS KHAMMAM","ELECTRONICS AND COMMUNICATION ENGINEERING",97693,84760,109594,126523,152235,166471,165910,166395,140671,117576,142507,137414,108645,NA,114246,124977,143866,117591
"CHTN","SREE CHAITANYA COLLEGE OF ENGINEERING KARIMNAGAR","COMPUTER SCIENCE DESIGN",98016,82681,NA,NA,154085,NA,NA,150284,120447,150786,NA,149320,NA,NA,130828,144830,142968,139547
"SUCE","UNIVERSITY COLLEGE OF ENGINEERING HUSNABAD SATAVAHANA UNIVERSITY HUSNABAD","INFORMATION TECHNOLOGY",98612,94785,NA,NA,162200,154832,157019,161130,NA,NA,145667,NA,NA,NA,NA,NA,NA,NA
"TCEK","TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY AUTONOMOUS PEDDAPALLY","ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",98693,100222,NA,NA,155064,158906,162888,157847,162086,134169,167460,143233,NA,NA,135267,124824,NA,NA
"JAYA","JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS AUTONOMOUS NARSAMPET","COMPUTER SCIENCE AND ENGINEERING",98696,86635,94886,144278,177696,160756,164050,171835,155067,145318,145310,129984,133501,NA,126630,119449,155894,142768
"BRIG","BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS AUTONOMOUS HAYATHNAGAR","ELECTRONICS AND COMMUNICATION ENGINEERING",98814,88690,106643,118665,151661,153054,160440,157316,116179,115014,122207,121659,NA,NA,112095,111187,NA,112814
"JOGI","JOGINPALLY B R ENGINEERING COLLEGE AUTONOMOUS YENKAPALLY","MECHANICAL ENGINEERING",98850,NA,114865,NA,149582,160516,164085,NA,137586,NA,139938,NA,NA,NA,NA,NA,NA,NA
"VJYA","VIJAYA ENGINEERING COLLEGE KHAMMAM","ELECTRICAL AND ELECTRONICS ENGINEERING",99020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TCTK","TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY KARIMNAGAR","ELECTRONICS AND COMMUNICATION ENGINEERING",99263,92106,NA,NA,156964,152680,NA,157052,NA,142294,138476,132266,NA,NA,NA,150141,NA,140874
"TCTK","TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY KARIMNAGAR","COMPUTER SCIENCE AND ENGINEERING",99446,96964,NA,143994,160274,161804,159907,141508,155043,137419,149368,142481,NA,NA,130663,130836,NA,144099
"CHTS","SREE CHAITANYA INST OF TECHNOLOGY SCIENCES KARIMNAGAR","COMPUTER SCIENCE AND ENGINEERING",99460,95451,133355,NA,154468,172320,147666,150407,156354,119494,157158,137730,NA,136804,144074,124954,130599,118295
"BITN","BALAJI INSTITUTE OF TECHNOLOGY AND SCI AUTONOMOUS NARSAMPET","ELECTRONICS AND COMMUNICATION ENGINEERING",99860,93177,128156,NA,159747,163830,157649,134158,146262,127595,150739,139310,126997,NA,129203,126190,153659,117276
"HOLY","HOLY MARY INSTITUTE OF TECH SCIENCE AUTONOMOUS KEESARA","CIVIL ENGINEERING",100082,111286,NA,NA,156596,159727,150872,NA,108432,NA,153087,NA,NA,NA,NA,139695,NA,142577
