College Code,College Name,Branch Name,Phase,OC Boys,OC Girls,BC-A Boys,BC-A Girls,BC-B Boys,BC-B Girls,BC-C Boys,BC-C Girls,BC-D Boys,BC-D Girls,BC-E Boys,BC-E Girls,SC Boys,SC Girls,ST Boys,ST Girls,EWS Boys,EWS Girls
"GNIT","GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS)","MECHANICAL ENGINEERING","Phase 1",72761,107781,110399,133919,91966,144334,72761,160910,106573,154304,146542,146542,133701,166726,166023,167699,94891,124249
"GNTW","G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI","COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)","Phase 1",,7460,,19144,,10668,,16345,,9726,,19090,,36314,,51937,,7893
"GNTW","G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI","COMPUTER SCIENCE AND ENGINEERING","Phase 1",,5507,,15139,,8338,,22652,,7618,,15422,,28759,,39330,,6596
"GNTW","G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI","COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)","Phase 1",,6307,,16939,,9216,,17655,,8158,,13864,,31719,,46594,,7352
"GNTW","G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 1",,11048,,30774,,15676,,45659,,16612,,36982,,49738,,65949,,11780
"GNTW","G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI","ELECTRICAL AND ELECTRONICS ENGINEERING","Phase 1",,27497,,60218,,45568,,40051,,39229,,53648,,100137,,100890,,32723
"GNTW","G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI","ELECTRONICS AND TELEMATICS","Phase 1",,24268,,87848,,36468,,43867,,34082,,63430,,129111,,149974,,29535
"GNTW","G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI","INFORMATION TECHNOLOGY","Phase 1",,8355,,22813,,11619,,28156,,11248,,20017,,43468,,61549,,9001
"GRRR","GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH","CIVIL ENGINEERING","Phase 1",35928,35928,66935,66935,53025,53025,35928,35928,42859,75457,43515,43515,72657,72657,86619,109828,47057,69384
"GRRR","GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH","COMPUTER SCIENCE AND BUSINESS SYSTEM","Phase 1",5939,7601,18735,18735,8498,8498,23717,23717,8259,9098,9973,20471,28602,32609,35665,36735,6205,8511
"GRRR","GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH","COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)","Phase 1",5223,6216,13261,15831,7375,8594,27020,27020,7876,8204,11107,13934,23580,26470,27744,32684,5798,6684
"GRRR","GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH","COMPUTER SCIENCE AND ENGINEERING","Phase 1",3915,4376,10020,14089,5215,6319,8275,8275,5763,5931,7689,12610,18295,19526,21697,28656,4298,5119
"GRRR","GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH","COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)","Phase 1",4414,5122,10785,10785,6195,7335,4414,26275,6669,7301,9600,14145,20587,20931,24280,34458,4858,5837
"GRRR","GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 1",6372,8211,19066,19066,9524,11488,24865,24865,10524,10524,24574,27987,32445,34268,31749,43776,7886,9093
"GRRR","GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH","ELECTRICAL AND ELECTRONICS ENGINEERING","Phase 1",14922,17733,31479,31479,22330,22330,14922,17733,25439,29692,14922,17733,60127,60127,48430,48430,14922,20028
"GRRR","GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH","MECHANICAL ENGINEERING","Phase 1",29066,29066,68803,68803,34213,92894,29066,29066,29066,64021,74632,74632,75981,103459,86247,127365,42180,42180
"GURU","GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS)","CIVIL ENGINEERING","Phase 1",61045,94564,145305,157805,107574,107574,61045,94564,101629,118602,153892,153892,161746,175505,160496,160496,137852,137852
"GURU","GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY)","Phase 1",33152,35355,65027,91069,45225,48566,125607,162596,44637,44637,71192,85471,98715,98715,99031,134056,38832,38872
"GURU","GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)","Phase 1",28382,31267,68126,70789,42948,43414,28382,31267,41643,43887,40016,53125,88363,94701,96202,129869,34149,34494
"GURU","GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING","Phase 1",24734,24933,50543,50543,36342,36623,91128,127941,32744,34420,63077,77691,68731,68731,70224,77762,30533,31867
"GURU","GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)","Phase 1",25989,26374,57914,62969,39510,39510,126222,126222,35964,37978,63134,63134,79931,83518,82255,113411,31401,32857
"GURU","GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (IOT)","Phase 1",42692,42692,83577,83577,56291,64245,59094,59094,56800,59162,88039,88039,128740,133138,155816,165350,48526,51888
"GURU","GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS)","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 1",44737,44947,107822,112925,62638,62638,59770,62202,59754,59754,100729,152076,135336,135336,129305,164951,54584,54584
"GURU","GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS)","ELECTRICAL AND ELECTRONICS ENGINEERING","Phase 1",65503,76645,155104,155104,104173,104173,65503,76645,103073,103073,122813,126339,158186,169542,131404,176245,99529,99529
"GURU","GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS)","INFORMATION TECHNOLOGY","Phase 1",37266,37266,89094,89094,51569,51569,43469,43469,49180,51670,90346,94419,115369,115369,122846,167606,40357,40357
"GURU","GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS)","MECHANICAL ENGINEERING","Phase 1",73505,98218,161416,161416,130944,158287,73505,118187,114324,116772,91860,98218,165806,179699,159802,180409,102608,132764
"HITM","HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)","Phase 1",38061,38061,82184,82184,52743,53597,121800,121800,50825,53665,84317,96252,114715,136067,139021,167310,42155,42155
"HITM","HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING","Phase 1",29779,29779,74295,74295,40434,40434,29779,29779,39778,39778,62043,63525,95647,95647,116146,165217,35312,35312
"HITM","HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)","Phase 1",34228,34228,82083,82083,47987,47987,104491,104491,49587,49587,76216,106091,109940,109940,149031,168621,39069,39069
"HITM","HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS)","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 1",36366,36366,94149,119969,53418,55672,36366,36366,52667,52667,113283,113283,145104,145104,154769,173109,47438,49282
"HITM","HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS)","ELECTRICAL AND ELECTRONICS ENGINEERING","Phase 1",58547,58547,58547,104882,91361,91361,103063,103063,102962,104898,58547,91792,131526,131526,165427,179816,79717,93670
"HITM","HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS)","MECHANICAL ENGINEERING","Phase 1",43127,43127,159892,159892,119872,119872,93261,112047,79895,93347,43127,43127,157448,165473,178057,178057,96893,129471
"HOLY","HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS)","CIVIL ENGINEERING","Phase 1",112239,145748,163767,163767,154855,154855,112239,145748,133700,145748,112239,145748,169110,174648,179394,180000,112239,145748
"HOLY","HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)","Phase 1",59977,59977,125339,136809,96013,96013,144491,144491,87599,99820,141005,145925,165398,168380,169624,176814,77829,77829
"HOLY","HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING","Phase 1",52288,52288,92796,99787,76472,76472,75104,75104,75037,75037,117380,123825,137290,144996,137564,170591,74033,74033
"HOLY","HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)","Phase 1",61418,61418,133432,139038,93562,98788,71786,71786,89704,94433,140325,142273,165285,167752,171543,175668,82665,83814
"HOLY","HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (IOT)","Phase 1",77937,77937,143095,143095,119284,119284,77937,77937,108648,108648,132475,155731,169179,175822,174153,174586,95918,97082
"HOLY","HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS)","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 1",66061,76797,139411,152824,98986,98986,66061,106495,90574,106312,142540,161763,166997,170041,169323,178312,96482,96482
"HOLY","HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS)","ELECTRICAL AND ELECTRONICS ENGINEERING","Phase 1",103279,103279,134342,134342,103279,103279,103279,103279,116603,130392,107515,107515,170532,178474,175413,175414,136736,144144
"HOLY","HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS)","MECHANICAL ENGINEERING","Phase 1",106933,108570,158205,158205,144147,144147,106933,108570,106933,145706,106933,108570,178856,178856,180291,180291,106933,108570
"IARE","INSTITUTE OF AERONAUTICAL ENGINEERING","AERONAUTICAL ENGINEERING","Phase 1",18122,18122,35318,48278,23390,25669,18122,85521,28194,28194,44748,44748,39416,39416,62441,62441,24156,30728
"IARE","INSTITUTE OF AERONAUTICAL ENGINEERING","CIVIL ENGINEERING","Phase 1",50633,54651,107008,153044,67921,67921,50633,54651,79999,79999,50633,115115,135083,165256,98624,98624,84688,84688
"IARE","INSTITUTE OF AERONAUTICAL ENGINEERING","COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)","Phase 1",14223,14422,33420,33420,18731,20405,14223,14422,18802,21204,38623,38623,51606,51606,46060,60926,15058,15058
"IARE","INSTITUTE OF AERONAUTICAL ENGINEERING","COMPUTER SCIENCE AND ENGINEERING","Phase 1",11936,11936,30752,30941,18058,18058,54415,72046,17328,18096,32959,37509,51208,51208,53111,65826,13734,13734
"IARE","INSTITUTE OF AERONAUTICAL ENGINEERING","COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)","Phase 1",13527,13527,32353,33141,20145,20145,72806,72806,18375,20180,37397,44191,55701,58220,63375,72179,14135,14135
"IARE","INSTITUTE OF AERONAUTICAL ENGINEERING","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 1",19849,19849,51412,51412,30368,30368,19849,79321,27970,27970,45044,78186,71574,71574,62165,104224,21462,21462
"IARE","INSTITUTE OF AERONAUTICAL ENGINEERING","ELECTRICAL AND ELECTRONICS ENGINEERING","Phase 1",36411,36411,79008,143533,46399,46399,36411,36411,41100,51839,36411,36411,88902,94620,99040,138859,50645,50645
"IARE","INSTITUTE OF AERONAUTICAL ENGINEERING","INFORMATION TECHNOLOGY","Phase 1",16467,16467,43682,43682,22357,22357,64028,64028,24317,24317,46651,47155,65663,65663,74602,105662,17211,17335
"IARE","INSTITUTE OF AERONAUTICAL ENGINEERING","MECHANICAL ENGINEERING","Phase 1",49801,49801,99109,99109,75545,135001,49801,49801,60013,75228,100531,100531,103677,169515,118699,118699,70067,70067
"IITT","INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY","CIVIL ENGINEERING","Phase 1",134378,134378,134378,134378,134378,134378,134378,134378,134378,134378,134378,134378,134378,134378,134378,134378,134378,134378
"IITT","INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","Phase 1",68292,68292,151528,151528,92964,92964,68292,68292,99656,99656,103052,153788,162485,162485,177649,177649,128239,128239
"IITT","INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)","Phase 1",74493,84031,163351,163351,108851,108851,74493,84031,102423,102423,122568,136575,170410,178288,179436,180190,131693,140002
"IITT","INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 1",90980,90980,160219,160219,152513,152513,90980,133151,128976,128976,148965,157407,179408,179408,177500,178411,155067,156116
"IITT","INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","Phase 1",32217,91113,32217,91113,164376,164376,32217,91113,157200,157200,157167,157167,175142,175142,32217,91113,32217,157087
"IITT","INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY","MECHANICAL ENGINEERING","Phase 1",128042,128319,128042,128319,128042,128319,128042,128319,128042,128319,128042,128319,128042,128319,128042,128319,128042,128319
"INDI","SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS)","ARTIFICIAL INTELLIGENCE AND DATA SCIENCE","Phase 1",49121,49121,49121,124926,71990,75490,49121,49121,60612,60612,49121,49121,132405,166395,152954,152954,50439,50439
"INDI","SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS)","CIVIL ENGINEERING","Phase 1",65708,79023,140094,140094,122969,152348,65708,79023,114385,133063,142652,142652,171271,177640,166035,166035,152415,154087
"INDI","SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY)","Phase 1",39053,39053,87347,126173,67551,79173,39053,39053,53553,58736,115032,115032,136120,136120,138274,165786,54366,54366
"INDI","SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)","Phase 1",51459,51459,107804,135044,70461,77724,51459,65752,65010,65010,118652,118652,143999,164986,151583,166200,54283,56793
"INDI","SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING","Phase 1",39810,39810,68642,81681,56188,64370,52183,52183,51846,51846,85688,109521,109455,109487,120963,161069,45543,45543
"INDI","SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)","Phase 1",44925,45856,98123,107713,66232,71895,126567,126567,63218,69137,110064,147471,137453,159683,153352,175901,50223,55494
"INDI","SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (IOT)","Phase 1",58630,58630,127633,127633,82023,86454,58630,58630,65778,86378,58630,58630,165758,167059,164490,172734,61553,66782
"INDI","SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS)","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 1",48765,54936,117253,117253,68034,82594,48765,61023,70855,74388,151174,151174,144091,144091,135978,170407,56659,64377
"INDU","SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)","ARTIFICIAL INTELLIGENCE AND DATA SCIENCE","Phase 1",45958,45958,102461,102461,67350,69119,45958,45958,56582,58193,48640,103050,138727,138727,139715,171348,53628,53628
"INDU","SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)","CIVIL ENGINEERING","Phase 1",71869,98148,71869,125837,120815,140868,71869,98148,105334,130573,114631,114631,162163,168003,169354,169354,143837,148531
"INDU","SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY)","Phase 1",43584,45814,108449,125315,60854,71501,43584,45814,60701,66840,96178,139996,114185,129290,143878,170399,51328,51435
"INDU","SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)","Phase 1",41230,46860,102933,102933,65958,66936,62947,66239,62453,64693,106996,148024,142052,160469,146647,176205,50431,51500
"INDU","SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING","Phase 1",35988,35988,76113,76113,48779,48779,139600,139600,50700,50950,75309,122030,110491,110491,120723,137820,39462,41563
"INDU","SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)","COMPUTER SCIENCE AND INFORMATION TECHNOLOGY","Phase 1",45187,47553,94730,107518,71371,71371,45187,67873,64107,67713,112670,112670,138743,165522,145965,170908,49916,50122
"INDU","SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)","Phase 1",40350,40350,89458,99441,55841,59553,56200,56200,55131,55332,94345,133769,134201,137858,144340,168637,46020,46020
"INDU","SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 1",49593,50351,108212,132739,74960,79904,71221,71221,71101,71101,130615,134632,145832,168229,154193,171891,63870,63870
"INDU","SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)","ELECTRICAL AND ELECTRONICS ENGINEERING","Phase 1",55203,55203,120759,120759,55203,98992,55203,55203,87344,87344,138974,138974,151145,170313,118331,174429,98742,98742
"INDU","SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)","INFORMATION TECHNOLOGY","Phase 1",53910,53910,83948,118281,67094,67094,67341,67341,67174,77587,98861,146744,143354,162360,144796,170230,55189,55189
"INDU","SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS)","MECHANICAL ENGINEERING","Phase 1",80844,80844,152237,152237,124503,124503,80844,80844,118818,145119,80844,80844,170676,171426,169448,170694,136249,136249
"JAYA","JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS  (AUTONOMOUS)","CIVIL ENGINEERING","Phase 1",180368,180368,180368,180394,180416,180368,180368,180381,180368,180368,180368,180368,180371,180376,180419,180409,180368,180368
"JAYA","JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS  (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)","Phase 1",104691,104691,162431,162431,152179,152179,136716,136716,134455,134816,158491,158491,176846,180204,180217,180217,159759,159759
"JAYA","JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS  (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING","Phase 1",87955,87955,160870,160870,121937,122780,87955,119389,115122,116309,156741,156741,172246,172246,177924,180237,147293,147293
"JAYA","JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS  (AUTONOMOUS)","COMPUTER SCIENCE AND INFORMATION TECHNOLOGY","Phase 1",106101,106101,162425,162425,161685,162917,162618,162618,155305,155305,164817,164817,178269,178269,174747,174747,106101,106101
"JAYA","JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS  (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)","Phase 1",104309,104309,160091,160091,149635,149635,104309,104309,147245,147245,158888,163236,179968,180331,165189,165189,158397,158397
"JAYA","JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS  (AUTONOMOUS)","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 1",105507,105507,161139,161139,163421,163421,161827,161827,150490,150490,158503,158503,179695,179695,179625,179625,105507,155884
"JAYA","JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS  (AUTONOMOUS)","ELECTRICAL AND ELECTRONICS ENGINEERING","Phase 1",148055,148055,148055,148055,148055,148055,148055,148055,157986,157986,148055,148055,176710,176710,172087,172087,148055,148055
"JBIT","J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS)","ARTIFICIAL INTELLIGENCE AND DATA SCIENCE","Phase 1",33443,33443,55965,62063,43718,48460,33443,33443,49656,49656,33443,33443,88471,88471,123439,164152,36559,36559
"JBIT","J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS)","ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING","Phase 1",36360,37637,76744,76744,53679,58172,108184,108184,53172,56819,62891,103346,115318,128708,132130,159808,43773,43773
"JBIT","J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS)","CIVIL ENGINEERING","Phase 1",44634,44634,142278,146305,92948,109089,44634,44634,92078,92078,120015,120015,165760,174109,156550,179724,127622,127622
"JBIT","J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)","Phase 1",31166,31166,61262,86118,47611,47611,44159,44159,43667,43667,31166,94927,94929,94929,122402,122402,34019,34019
"JBIT","J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING","Phase 1",24965,24965,51409,62114,39811,40856,24965,159963,37456,37456,47211,55399,76452,76452,80110,117774,28388,28388
"JBIT","J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)","Phase 1",28457,28457,56605,56605,41582,45728,36138,36138,44878,44878,56002,82763,85626,88490,120747,132116,32452,32452
"JBIT","J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS)","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 1",41574,41574,111660,111660,67183,67183,59518,59518,59252,61591,109933,114921,130396,165495,146640,172011,52472,53977
"JBIT","J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS)","ELECTRONICS AND COMPUTER ENGINEERING","Phase 1",60770,64297,116096,116096,115730,115730,60770,64297,100926,100926,142784,151115,175272,175597,171207,174712,91276,91276
"JBIT","J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS)","ELECTRICAL AND ELECTRONICS ENGINEERING","Phase 1",56870,66136,132126,132126,87515,109543,56870,66136,106815,106815,108751,108751,157247,173352,161001,161001,81076,112056
"JBIT","J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS)","INFORMATION TECHNOLOGY","Phase 1",44078,44078,102034,102034,62287,62287,44078,147705,57352,57352,93184,164609,146804,166397,146641,173303,50483,50483
"JBIT","J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS)","MECHANICAL ENGINEERING","Phase 1",74095,88839,74095,148153,121142,121142,116707,116707,115374,115374,147572,147572,170343,171861,168591,170804,132594,132594
"JMTS","JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS)","CIVIL ENGINEERING","Phase 1",105137,122948,105137,122948,105137,122948,105137,122948,105137,122948,105137,122948,154656,176524,167248,167248,105137,122948
"JMTS","JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING","Phase 1",64955,64955,150862,150862,94809,94809,94213,94213,93555,93555,120567,120567,171832,171832,177147,180138,118934,118934
"JMTS","JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)","Phase 1",81226,81226,163527,163527,118167,118167,81226,81226,115623,115623,136684,136684,179746,179746,180317,180317,141411,141411
"JMTS","JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS)","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 1",90553,90553,163553,163553,140341,140341,90553,90553,124514,124514,97167,97167,173852,177899,129958,129958,162095,162095
"JMTS","JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS)","ELECTRICAL AND ELECTRONICS ENGINEERING","Phase 1",50615,139380,50615,151719,161904,161904,50615,139380,50615,139380,50615,139380,50615,139380,130272,139380,50615,139380
"JMTS","JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS)","MECHANICAL ENGINEERING","Phase 1",141271,141271,141271,141271,141271,141271,141271,141271,141271,141271,141271,141271,141271,141271,141271,141271,141271,141271
"JNKR","JNTUH UNIVERSITY COLLEGE OF ENGINEERING  JAGITIAL (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING","Phase 1",13600,13600,23109,23985,18127,18127,28302,28302,16578,16578,23180,23180,28240,32865,29432,32068,19412,19412
"JNKR","JNTUH UNIVERSITY COLLEGE OF ENGINEERING  JAGITIAL (AUTONOMOUS)","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 1",22672,23817,35148,46976,30815,30815,22672,23817,33769,33769,81588,81588,56884,56884,60869,60869,29484,33415
"JNKR","JNTUH UNIVERSITY COLLEGE OF ENGINEERING  JAGITIAL (AUTONOMOUS)","ELECTRICAL AND ELECTRONICS ENGINEERING","Phase 1",38830,39382,101355,101355,53538,53538,145843,145843,39947,48206,111349,111349,67645,110098,103064,103064,117091,117091
"JNKR","JNTUH UNIVERSITY COLLEGE OF ENGINEERING  JAGITIAL (AUTONOMOUS)","INFORMATION TECHNOLOGY","Phase 1",21987,21987,48836,56066,30650,30650,21987,21987,28684,28684,23313,23313,63297,63297,55339,73764,32498,32498
"JNKR","JNTUH UNIVERSITY COLLEGE OF ENGINEERING  JAGITIAL (AUTONOMOUS)","MECHANICAL ENGINEERING","Phase 1",63310,63310,152073,152073,110690,127431,63310,112917,106755,107201,113906,127896,112611,173019,167090,167090,134106,149475
"JNMB","JNTUH UNIVERSITY COLLEGE OF ENGINEERING  MAHABUBABAD","COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)","Phase 1",20913,43530,145052,145052,110443,110443,20913,43530,83590,89486,20913,88500,142623,165719,130271,158169,136714,136714
"JNMB","JNTUH UNIVERSITY COLLEGE OF ENGINEERING  MAHABUBABAD","COMPUTER SCIENCE AND ENGINEERING","Phase 1",43508,44511,68735,123098,66665,66665,65090,65090,58900,58900,68831,83762,105781,111322,126074,126074,124197,124197
"JNMB","JNTUH UNIVERSITY COLLEGE OF ENGINEERING  MAHABUBABAD","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 1",76906,76906,152373,152373,115694,137843,134213,134213,130307,130307,146296,146296,170983,170983,166119,172485,76906,76906
